,date,content
75,2022-09-09 17:01:35+00:00,"Irish independence is not “history”… most people alive today knew someone who was alive during the war… my great grandmother told stories about it, and I knew her until I was 7, I remember her. The Irish republic did not exist until 1949, and it is not ancient history to us!"
76,2022-09-09 16:52:38+00:00,@BTriagain @irishexaminer That is scary and the Irish examiner have the neck to print that article without rightly pointing out his connection? No wonder the papers are dying on their feet.
77,2022-09-09 16:51:32+00:00,"@irony_dies Ah you're a white supremacist. Why are Irish Americans such massive racists? Sorry, I mute racists so I won't see your reply. Have a nice day!"
78,2022-09-09 16:49:30+00:00,"The Queens death, and the Irish peoples reaction / joking (whether you agree with it or not) brings up the issue that British people have no idea why Irish people (some) might have negative feelings about Britain, the monarchy, and the whole situation (1/n)"
79,2022-09-09 16:46:19+00:00,"@CurtisWhitfiel4 @planetjedward let’s also remember, Irish independence is not “history”… my great grandmother died when I was 7 years old, I knew her, and she told stories of the Black and Tans during the war etc… People alive today are impacted by what Britain did"
80,2022-09-09 16:45:46+00:00,"@BTriagain @irishexaminer Agreed, so you would then have to ask why they printed it the way they did. Maybe it is all Irish Newspapers are just anti Sinn Fein?"
81,2022-09-09 16:45:00+00:00,"An mhír raidió is éagsúla a rinne mé le fada - tarraingthe isteach ar thaobh an bhóthair ag caint le @TRosenstock ar @TusAite, agus Miriam Lord ón Irish Times suite sa bhFront Seat in aice liom - I’m blaming the Garth Brooks traffic lol"
82,2022-09-09 16:42:54+00:00,@SophOverthinks @mfknPR1NCESS And IRISH 🙋🙋
83,2022-09-09 16:38:19+00:00,@WitchyOfG21 Queen fiona from Shrek?
84,2022-09-09 16:35:11+00:00,"@shornKOOMINS I'm willing to bet that if the queen of England heard of the demise of poor Tony, there's 0% chance that she would have thrown her Chinese takeaway in the bin 🤔"
85,2022-09-09 16:32:58+00:00,That cos everyone loves the IRISH ☘️ https://t.co/Rm52FQ4c7r
86,2022-09-09 16:26:04+00:00,@RobertMD25 @will5023 @LeftistDad The difference/jump to £19bn is partially explained in Royal Warrants (ie charging companies for using a royal seal of approval - mostly British companies and therefore comes out of British pockets in higher prices for products).
87,2022-09-09 16:20:35+00:00,"@RobertMD25 @will5023 @LeftistDad So the Royal Palaces combined bring in 3.3m visitors (not unique visitors as some may visit multiple locations on one trip), whilst Versailles alone brings in 10m unique visitors each year"
88,2022-09-09 16:19:07+00:00,"@taylorqobrien I can only speak for my experience, the people I know, and what I see on Irish TV."
89,2022-09-09 16:17:32+00:00,"@kerry20202022 @tcoreagain @RexChapman I'm Irish, so yes, I do."
90,2022-09-09 16:17:17+00:00,"@RobertMD25 @will5023 @LeftistDad I read the article: Royal Collection (visitors to all royal locations): £50m. Crown Estate: £343m (rent &amp; revenue on land owned: paid by tenant farmers, etc)"
91,2022-09-09 16:17:09+00:00,"Today, we honour a woman who personified courage and nobility. 

Queen Elizabeth II was an example of female strength. We are all grateful for the principles she has left behind, which will endure for countless generations to come.

#QueenElizabeth #queen #ElisabethII https://t.co/FZZzDYZ2Ll"
92,2022-09-09 16:17:08+00:00,"@taylorqobrien there's quite a lot in common between our nations, and a massive population of Irish working over there. So we can be a bit wicked w our ""grave"" humor, but in a way, it's in jest."
93,2022-09-09 16:16:54+00:00,"@irony_dies @barrymcgee @tcoreagain @RexChapman Nope, 100% Irish, which you will never be."
94,2022-09-09 16:15:27+00:00,"@Mikey_Burns @soundof71 @Rtreatwilliams @CNN No, it doesn't. Up to Queen Anne's reign the crowns were separate, so she was the last Queen of England. I mean, a 3 year old could grasp this but you're busy sucking up to the Yanks so I'll leave you to it 👍"
95,2022-09-09 16:14:59+00:00,"@taylorqobrien Yes. Good article. 
There's a TON of memes ridiculing her death emanating from Ireland. The Irish love nothing more than a good slagging.
Though no one here is grieving, there is a general air of respect and sympathy for the Brits. We may refer to them as ""the old enemy"" but"
96,2022-09-09 16:11:52+00:00,The Irish are happy happy today. Wonder why…
97,2022-09-09 16:11:19+00:00,"My nephew, @crookedycrook included in this list 💕💕💕👏👏👏New Irish Songs To Hear This Week https://t.co/kBNZKY5t1H via @hotpress"
98,2022-09-09 16:09:30+00:00,@kerry20202022 @tcoreagain @RexChapman She's still not Irish
99,2022-09-09 16:09:21+00:00,@Ross_Hand @DigitalNomad902 @rtenews I have read there is no customs tax on orders under 150 euros from the UK.
100,2022-09-09 16:08:28+00:00,"Me and the homies come together to celebrate Liverpool midfielder Naby Keita, and his 250th appearance for Liverpool Royal Hospital. He starts today in Ward 7. https://t.co/VZ4XwvqojR"
101,2022-09-09 16:04:02+00:00,@dowd_timothy @tcoreagain @RexChapman People with Chinese ethnicity living in Ireland are Irish. Unlike you.
102,2022-09-09 16:03:58+00:00,"I also wonder how the Indians feel. They had their own share of subservience to the Brits. 

Not absolving the monarchy, but the entire British Empire mentality had the most to do w colonialism, and don't forget the East India Company. Many hands on that tiller. https://t.co/RP3PA0aCUp"
103,2022-09-09 16:03:14+00:00,"@dowd_timothy @tcoreagain @RexChapman No, unless you have lived in Ireland for a substantial period or were born here you're not Irish. Washington is in the US, so you're an American."
104,2022-09-09 16:01:51+00:00,"@DarrenGroce @tcoreagain @RexChapman Yes, let's perpetuate the lie that Irish people are alcoholics."
105,2022-09-09 16:01:02+00:00,Great to see @PizzaExpress show this level of consumer loyalty to Prince Andrew and family. https://t.co/GCilNokDLD
106,2022-09-09 15:55:26+00:00,"@manhattan_liz Congratulations, Elizabeth!!! 👏👏👏👏👏"
107,2022-09-09 15:55:13+00:00,@IrvineWelsh She lives alongside that much poor homeless people weee swept from the streets to allow a bloody royal wedding to take place. Abolish them all now.
108,2022-09-09 15:55:09+00:00,"@ShadyShiba_ @tcoreagain @RexChapman I don't give a shit about ancestry. That's my whole point, having Irish ancestry doesn't make you Irish."
109,2022-09-09 15:53:48+00:00,"@FairviewCeltic The lads? I actually identify as multi gender can this be corrected please, chances are I’ll identify as a girl tomorrow, fuck the queen"
110,2022-09-09 15:53:25+00:00,"@D_R_Publishing @tcoreagain @RexChapman Yeah, the Troubles are Irish, did you not know that?"
111,2022-09-09 15:52:34+00:00,"@MedfordMama @tcoreagain @RexChapman I don't care. She's still not Irish. Her other grands could be N@zis but that wouldn't make her one. Read much, good housewife?"
112,2022-09-09 15:50:38+00:00,"@Jenna_Ivester @tcoreagain @RexChapman I couldn't give a shite why they left Ireland, she's still not Irish. She's American. I mean, I understand why you hate your country, I'd probably want to pretend to come from somewhere else too."
113,2022-09-09 15:49:24+00:00,@AineMedievalDub @fizzlefozzle @alundi123 @tcoreagain @RexChapman How about if they leave the country for a few years (like I did) does that stop them being Irish? They’re not paying taxes?
114,2022-09-09 15:48:02+00:00,"@skokellie @alundi123 @tcoreagain @RexChapman I couldn't care less about anyone's heritage, that doesn't make them Irish."
115,2022-09-09 15:47:03+00:00,@NIAMHBL I was in a restaurant in California when I heard the news of Diana's death
116,2022-09-09 15:42:40+00:00,"Here we have someone who ran in the 2020 general election, and who will probably run in the next one in Waterford, who has no regard or remorse for the death of a 96 year old woman because it doesn’t suit their political agenda https://t.co/s5P9hgNJDE"
