,date,content
65,2022-09-08 21:54:40+00:00,"@UlsterWillFight In fairness, despite how embarrassing the pied noir Unionists in the North of Ireland are to the Royal family .... there is a cross community respect for this sad occasion. 👍"
66,2022-09-08 21:45:44+00:00,"@JamieBrysonCPNI As always 167 vote boy, you're making a total public show of yourself... even during this sensitive time.Give your juvenile wannabe hobby a day offnfor once, in respect of someone from the great and the good of world influence.May HRM QEII rest in peace. ➕ 🙏"
67,2022-09-08 21:42:06+00:00,"""The Queen passed away peacefully at Balmoral this afternoon,"" the royal family said in a statement announcing the news at 6:30 p.m. local time (1:30 p.m. ET).39 mins ago.. May she RIP.. https://t.co/hujuHvSQS1"
68,2022-09-08 21:40:33+00:00,"It is with great sadness we learned of the death of Her Majesty Queen Elizabeth II this evening after a life dedicated to public service. Her Majesty will particularly be remembered for her warmth, dry humour &amp; her efforts to promote peace &amp; reconciliation across these islands. https://t.co/Q7ZcY0s1KB"
69,2022-09-08 21:40:05+00:00,"I see loads of tweets from people concerned if the Premier League will be postponed due to the queen’s death.Well Bohs play Derry on Friday at Brandywell.And on Sunday, Boca Juniors play River Plate at La Bombonera.Won’t be any football postponements in Argentina or Ireland."
70,2022-09-08 21:34:57+00:00,#QueenElizabethdeath is the perfect time to abolish the monarchy. The lands and palaces would be a huge boon for tourism and the enormous wealth of the royal family a big help in the cost of living crisis and looming recession.
71,2022-09-08 21:30:25+00:00,"Today’s a very sad day.12 years since we lost Rich Cronin; one of the most underrated songwriters of his generation, just days after his 36th birthday. He wrote LFO’s hits Summer Girls and Girl on TV, as well as songs for the Jonas Brothers and others.RIP Rich Nice ❤️ https://t.co/QFmHtWSYKU"
72,2022-09-08 21:30:17+00:00,"@grumpycorkchef Born in Kent myself, but left England at the age of about 5. Can't say I had any English upbringing but I liked her, she wasn't perfect but she was human and did her best through some crazy decades. A job none of us could do. Total respect for her."
73,2022-09-08 21:25:24+00:00,Irish Twitter in the doldrums tonight. Disappointing and embarrassing. Respect surely due for a 70 year shift in what must be a massively sh*t and unchosen vocation; despite any perks . #RIP #QueenElizabeth
74,2022-09-08 21:22:47+00:00,"Do I look Irish?Well, the hoodie is a New England Patriots one so... Accurate."
75,2022-09-08 21:22:37+00:00,"@angiestephens @rjgg67 @80_mcswan Well, he's calling himself His Majesty the King. https://t.co/Iod8BpqLh0"
76,2022-09-08 21:17:52+00:00,@bandit4470 A very sad day for England...condolences.
77,2022-09-08 21:16:53+00:00,@RoyalFamily May she Rest in Peace💚
78,2022-09-08 21:12:52+00:00,🎶 Goodbye England's Hydrangea.. 🎶 https://t.co/GOUWxpdjds
79,2022-09-08 21:09:37+00:00,Her Majesty. 💔 https://t.co/ElBW9W6Vg6
80,2022-09-08 21:08:35+00:00,"Rip the queen, I loved your music"
81,2022-09-08 21:07:21+00:00,"@HoratioNelson0 Her Majesty Queen Elizabeth II inherited and lived a love for Ireland from her forefathers, may this continue in spite of the shortcomings of politicians and subjects/citizens on all sides.May she Rest in Peace! ➕🙏"
82,2022-09-08 21:06:16+00:00,"The Queen has passed away. What now? If you read one article, read this one. Published back in 2017, it's a fantastic  piece of journalism on what is likely to happen next.'London Bridge is down': the secret plan for the days after the Queen’s death https://t.co/ll2pt4uFgJ"
83,2022-09-08 21:04:56+00:00,England are gonna milk this now fuck sake
84,2022-09-08 20:45:53+00:00,"I wonder if Charles will take a different regnal name or if he'll become King Charles? There hasn't been a King John in ages, just saying! #KingJohn #KingCharles https://t.co/jEbL8MvltA"
85,2022-09-08 20:44:40+00:00,Rest in peace your Majesty. https://t.co/HthGwUDN9y
86,2022-09-08 20:41:57+00:00,@meganjrenee Is Paddington meant to be... Death?
87,2022-09-08 20:40:17+00:00,Rest in peace Lizzie you would’ve loved to have heard Paramore’s 6th new studio album
88,2022-09-08 20:35:45+00:00,We mourn the death of Queen Elizabeth II.She died at the age of 96.May her soul rest in peace 🙏
89,2022-09-08 20:35:37+00:00,@Alexcar26357873 Apologies. Britain has been changing monarch for a thousand years but these days the monarchy’s economic and political power is very limited. The chances of it affecting Sterling are not zero but the Bank of England for example has substantially more power to move the Pound.
90,2022-09-08 20:29:29+00:00,Watch all the #Meghan haters now blame Meghan on #QueenElizabeth’s death now. They’ll make it about Meghan and then blame her saying shes attention seeking 😂😂😂
91,2022-09-08 20:19:22+00:00,RIP - She was a class act when she visited my country in 2011 https://t.co/J29vHOS3CR
92,2022-09-08 20:12:49+00:00,Farewell to Lilibet 💔    The one and only Her Majesty the Queen                 🖤#QueenElizabeth 🖤 https://t.co/QFgHcTpstz
93,2022-09-08 20:11:19+00:00,Rip Bozo
94,2022-09-08 20:07:08+00:00,More on the death of Britain’s Queen Elizabeth on @RTE_PrimeTime with @MiriamOCal  &amp; @LouiseByrneNews in London @ConorMcMorrow at Balmoral &amp; reaction in Dublin too @RTEOne 10.45pm
95,2022-09-08 20:02:16+00:00,Rest in peace.https://t.co/nYFInZuZWa
96,2022-09-08 19:50:11+00:00,"Extremely saddened by the death of Her Majesty Queen Elizabeth II, the UK’s monarch for the past 70 years, has died aged 96May She Rest in Peace. https://t.co/4wG8gOTYr7"
97,2022-09-08 19:47:22+00:00,"Wait til the Gender Critters see the English bar council being woke, by changing pronouns! With the death of the Queen, they are no longer Queen’s Counsels, they are now King’s Counsels. Given these extremists habit of constantly being in court they’ll have to suck it up 😉 https://t.co/BQQeusDZcl"
98,2022-09-08 19:39:35+00:00,"@JoannaLumleyUK @TeamSLancashire We will miss her steadfast grace, we will miss you, Your Majesty, Queen Elizabeth II"
99,2022-09-08 19:36:20+00:00,RIP! Deepest condolences @PJohnstonFCDO https://t.co/rjdBi1aZfk
100,2022-09-08 19:28:41+00:00,"We have learnt with sadness of the death of Victor Robinson. Victor joined Old Wesley a number of years ago and was a huge supporter of the club. Old Wesley extends its sympathies to Victor’s wife Rosemary, son Mark, daughter Kate, &amp; the rest of his family https://t.co/O6J422QYbq"
101,2022-09-08 19:26:49+00:00,"Upon the sad passing of Her Majesty Elizabeth II, all notes and coins bearing her image are no longer legal tender. Please return all your now defunct currency to P.O. Box 666, British Virgin Islands (mark your envelope “Cash for Trash”)."
102,2022-09-08 19:12:19+00:00,At the end of the day remember she was someone's mother RIP  #QueenElizabeth
103,2022-09-08 19:11:08+00:00,"At DFK UK &amp; Ireland, we express our deepest sympathies for the passing of Her Majesty Queen Elizabeth II.   Her dedication to the United Kingdom of Great Britain and Northern Ireland and to her other realms and territories is unparalleled and we thank her for her service."
